101.34749487;-255.00167759
162.23025621;-261.44227067
119.82268271;-255.56823354
80.05024213;-261.81469528
155.92993959;-270.91503580
77.09093793;-263.00762893
50.76108098;-268.47506619
154.98969416;-260.18651244
163.12833213;-268.61588713
119.60323552;-267.38527734
159.86317543;-265.05144686
24.21569083;-263.22122148
36.89423464;-267.69911960
81.19884834;-258.70216014
96.77697924;-262.38170979
74.61288071;-260.45383400
155.33747333;-267.90822470
75.22457541;-260.29871896
149.31746939;-260.56634473
171.28413040;-267.35076984
203.22927745;-264.45919939
189.17737497;-268.61545329
144.89920034;-260.04149432
229.81806549;-265.30578069
232.05525037;-259.57417260
208.16089559;-270.25852877
149.25725911;-262.86363843
223.23816997;-266.34357293
167.92012146;-263.42889093
168.52759665;-281.49567623
210.57793603;-267.59814389
229.10876306;-264.35853270
134.75373866;-265.99163371
210.81907978;-269.09739685
152.78498741;-259.57706036
123.22610433;-270.35208870
193.44116182;-268.35707559
150.17354703;-263.10726466
142.88655701;-271.88929971
117.23484301;-255.21437934
109.71464087;-271.91472199
113.17038812;-269.48282026
114.12985736;-275.07463215
122.67516772;-273.06444190
122.13088400;-272.33976025
129.56310368;-258.34585391
112.41899425;-263.28952855
62.39499397;-271.04776069
62.52080087;-263.24128885
61.79689563;-281.32658794
59.52883518;-253.24680188
54.80312697;-270.59271005
58.56421439;-269.71562940
64.15340667;-255.93649350
61.19714040;-263.93924724
65.18150206;-272.31824261
54.61641645;-267.02176632
59.20156525;-260.08814533
62.64390238;-270.29750449
59.43975606;-271.33616911
62.15522577;-268.65372454
62.32885685;-261.62534698
68.28455807;-268.76378143
57.29203823;-261.19123282
63.75078623;-264.29338383
65.00943659;-270.22156281
71.96744400;-271.22438203
89.56531883;-263.57909055
101.74259767;-262.27326210
94.71585878;-277.92607588
77.46834472;-273.99929350
106.12123766;-264.82788098
91.48922196;-262.68976541
106.85108744;-266.10370987
110.56766724;-271.21908122
105.32510866;-263.09933609
105.14768533;-271.52856783
110.86639394;-271.13617045
112.78671844;-284.66197943
114.89025719;-262.14297970
109.50049474;-275.53435949
112.26920236;-272.42441419
103.83920581;-265.01073972
112.59795845;-260.09642730
101.17658299;-253.30533736
81.04058675;-271.85827245
77.95688837;-259.83341819
73.28522713;-271.63860222
74.67415979;-253.22560180
73.51638967;-269.63751414
78.92456992;-257.60313755
69.97384400;-272.92799719
71.00353099;-267.24259456
73.86098143;-263.27118773
78.76370142;-266.51006929
80.49399904;-270.95681040
73.83244545;-262.22645035
74.70268663;-268.78805247
77.07550104;-265.64573750
77.86942735;-261.63027985
74.49351351;-270.14298628
73.45975939;-258.85552614
77.63757197;-239.44777172
90.52183088;-272.71654819
77.23299430;-286.19946907
74.41805869;-257.70971749
82.94163247;-286.14561763
81.84488272;-256.43232275
93.09982212;-267.01888704
84.23574167;-262.17316353
88.97136653;-293.15361962
74.89680018;-262.20956058
82.83810765;-265.05593192
86.88507996;-260.82355996
107.55069879;-269.87032127
79.48930991;-270.52266705
84.30969688;-270.52613420
84.08434518;-273.96723605
88.90137622;-270.10096516
80.61050403;-256.29844672
